,Health_Board,Site,Date_collected,Date_analysed,SW_sample_number,N1_description,N1_Reported_value-gc_per_L,N1_Repl_1-gc_per_L,N1_Repl_2-gc_per_L,N1_Repl_3-gc_per_L,Calculated_mean,Standard_Deviation,Flow-L_per_day,Ammonia-mg_per_L,pH_value,Modelled_flow-L_per_day,Million_gene_copies_per_person_per_day,Analysis_lab
3414,Forth Valley,Falkirk,2021-02-01,2021-02-02,14630976,Positive,   72551,   76091.98,   69011.46,NA,   72551.72,   5006.68, 68322528, 12.27,NA, 64474499,   69.85,SEPA
3415,Forth Valley,Falkirk,2021-02-08,2021-02-10,14649741,Positive,  212565,  227735.02,  197395.30,NA,  212565.16,  21453.42, 81240192, 19.84,NA, 52339864,  243.34,SEPA
3416,Forth Valley,Falkirk,2021-02-18,2021-02-19,14668784,Positive,   77856,   74979.34,   80734.34,NA,   77856.84,   4069.40, 78090912, 11.09,NA, 67366222,   85.67,SEPA
3417,Forth Valley,Falkirk,2021-02-22,2021-02-23,14688679,Positive,   48650,   48214.00,   49086.00,NA,   48650.00,    616.60, 67168224, 10.87,NA, 67954475,   46.05,SEPA
3418,Forth Valley,Falkirk,2021-03-01,2021-03-02,14718473,Positive (DNQ),    6831,    6391.19,    7271.03,NA,    6831.11,    622.14, 51136704,  4.97,NA, 95431514,    4.92,SEPA
3419,Forth Valley,Falkirk,2021-03-08,2021-03-09,14730888,Positive,   48542,   38574.58,   58509.47,NA,   48542.03,  14096.10,NA, 15.74,NA, 57870388,   39.58,SEPA
3420,Forth Valley,Falkirk,2021-03-09,2021-03-10,14784349,Positive,   22909,   29212.47,   16607.28,NA,   22909.88,   8913.22,NA, 12.72,NA, 63474684,   20.49,SEPA
3421,Forth Valley,Falkirk,2021-03-15,2021-03-16,14748900,Positive,   11082,   13209.18,    8956.24,NA,   11082.71,   3007.28,NA,  7.72,NA, 78831926,   12.31,SEPA
3422,Forth Valley,Falkirk,2021-03-16,2021-03-17,14784352,Positive,   14538,   14822.55,   14255.05,NA,   14538.80,    401.28,NA,  8.42,NA, 75918227,   15.55,SEPA
3423,Forth Valley,Falkirk,2021-03-22,2021-03-23,14784542,Positive,   29161,   33538.63,   24783.46,NA,   29161.05,   6190.84,NA, 18.40,NA, 54079384,   22.22,SEPA
3424,Forth Valley,Falkirk,2021-03-23,2021-03-24,14779431,Positive,   31034,   32932.08,   29136.75,NA,   31034.42,   2683.70,NA, 14.40,NA, 60148330,   26.30,SEPA
3425,Forth Valley,Falkirk,2021-03-29,2021-03-30,14786945,Positive,   34263,   31990.06,   36537.16,NA,   34263.61,   3215.28,NA, 13.82,NA, 61230918,   29.56,SEPA
3426,Forth Valley,Falkirk,2021-03-31,2021-04-01,14796492,Positive,   19796,   19796.14,NA,NA,   19796.14,NA,NA, 13.71,NA, 61443605,   17.14,SEPA
3427,Forth Valley,Falkirk,2021-04-05,2021-04-07,14810748,Positive,   14460,   15378.60,   13543.16,NA,   14460.88,   1297.85,NA, 15.50,NA, 58257504,   11.87,SEPA
3428,Forth Valley,Falkirk,2021-04-08,2021-04-09,14817837,Positive (DNQ),    5309,    4487.94,    6131.63,NA,    5309.79,   1162.26,NA, 14.02,NA, 60850366,    4.55,SEPA
3429,Forth Valley,Falkirk,2021-04-12,2021-04-13,14830374,Positive,   12000,   10552.81,   13449.15,NA,   12000.98,   2048.02,NA, 14.79,NA, 59454917,   10.05,SEPA
3430,Forth Valley,Falkirk,2021-04-13,2021-04-14,14837707,Positive (DNQ),    6157,    7602.96,    4711.43,NA,    6157.20,   2044.61,NA, 19.81,NA, 52374242,    4.54,SEPA
3431,Forth Valley,Falkirk,2021-04-26,2021-04-27,14878171,Positive (DNQ),    3093,    3551.02,    2636.23,NA,    3093.63,    646.86,NA, 24.44,NA, 47812127,    2.08,SEPA
3432,Forth Valley,Falkirk,2021-04-30,2021-05-04,14880383,Positive (DNQ),    3893,    3457.19,    4329.86,NA,    3893.53,    617.07,NA, 21.63,NA, 50414398,    2.77,SEPA
3433,Forth Valley,Falkirk,2021-05-04,2021-05-05,14890658,Positive (DNQ),    2508,    1088.20,    3929.55,NA,    2508.87,   2009.14,NA, 25.08,NA, 47278846,    1.67,SEPA
3434,Forth Valley,Falkirk,2021-05-06,2021-05-07,14894496,Negative,       0,NA,NA,NA,NA,NA,NA, 18.13,NA, 54427381,    0.00,SEPA
3435,Forth Valley,Falkirk,2021-05-11,2021-05-12,14908995,Positive (DNQ),    6853,    6913.45,    6794.30,NA,    6853.87,     84.25,NA, 18.01,NA, 54584441,    5.27,SEPA
3436,Forth Valley,Falkirk,2021-05-13,2021-05-14,14921243,Positive (DNQ),    5718,    5718.02,NA,NA,    5718.02,NA,NA,  5.75,NA, 89581938,    7.22,SEPA
3437,Forth Valley,Falkirk,2021-05-18,2021-05-19,14941173,Positive,   15662,   20526.46,   10799.17,NA,   15662.81,   6878.23,NA, 14.05,NA, 60793954,   13.42,SEPA
3438,Forth Valley,Falkirk,2021-05-20,2021-05-21,14952318,Positive,   15552,   12695.26,   18409.22,NA,   15552.24,   4040.38,NA, 17.10,NA, 55826376,   12.23,SEPA
3439,Forth Valley,Falkirk,2021-05-27,2021-05-28,14974485,Positive (DNQ),    6424,    4047.90,    8800.28,NA,    6424.09,   3360.44,NA, 15.15,NA, 58837721,    5.33,SEPA
3440,Forth Valley,Falkirk,2021-06-01,2021-06-02,14993023,Positive (DNQ),    8714,    5850.79,   11577.94,NA,    8714.37,   4049.70,NA, 20.39,NA, 51722522,    6.35,SEPA
3441,Forth Valley,Falkirk,2021-06-03,2021-06-04,14995309,Positive (DNQ),    3643,    2462.04,    4823.43,NA,    3642.74,   1669.75,NA, 19.08,NA, 53234491,    2.73,SEPA
3442,Forth Valley,Falkirk,2021-06-09,2021-06-10,15013763,Positive,   15339,   14083.81,   16594.60,NA,   15339.21,   1775.39,NA, 16.45,NA, 56773047,   12.27,SEPA
3443,Forth Valley,Falkirk,2021-06-11,2021-06-14,15008463,Positive,   23240,   20514.02,   25966.66,NA,   23240.34,   3855.60,NA, 17.76,NA, 54916521,   17.98,SEPA
3444,Forth Valley,Falkirk,2021-06-15,2021-06-16,15032228,Positive,   15682,   15391.11,   15973.43,NA,   15682.27,    411.77,NA, 14.72,NA, 59577433,   13.17,SEPA
3445,Forth Valley,Falkirk,2021-06-18,2021-06-21,15044980,Positive,   18733,   19541.87,   17925.51,NA,   18733.69,   1142.94,NA, 17.56,NA, 55187049,   14.57,SEPA
3446,Forth Valley,Falkirk,2021-06-21,2021-06-22,15070114,Positive,   41512,   42140.53,   40884.53,NA,   41512.53,    888.13,NA, 20.35,NA, 51766611,   30.28,SEPA
3447,Forth Valley,Falkirk,2021-06-23,2021-06-24,15065524,Positive (DNQ),   10663,   11057.48,   10268.40,NA,   10662.94,    557.96,NA, 19.09,NA, 53222389,    8.00,SEPA
3448,Forth Valley,Falkirk,2021-06-30,2021-07-01,15087672,Positive,   78302,   84341.23,   72263.99,NA,   78302.61,   8539.90,NA, 17.80,NA, 54862939,   60.53,SEPA
3449,Forth Valley,Falkirk,2021-07-01,2021-07-02,15092670,Positive,  224932,  228729.32,  221135.85,NA,  224932.58,   5369.39,NA, 19.16,NA, 53137930,  168.43,SEPA
3450,Forth Valley,Falkirk,2021-07-07,2021-07-08,15118163,Positive,  132357,  132357.61,NA,NA,  132357.61,NA,NA, 12.48,NA, 64001487,  119.37,SEPA - Low Volume
3451,Forth Valley,Falkirk,2021-07-12,2021-07-13,15147833,Positive,  112497,  122874.82,  102119.72,NA,  112497.27,  14676.07,NA, 24.58,NA, 47693773,   75.61,SEPA - Low Volume
3452,Forth Valley,Falkirk,2021-07-20,2021-07-21,15168193,Positive,   48511,   44105.05,   52917.58,NA,   48511.31,   6231.40,NA, 20.20,NA, 51933058,   35.50,SEPA - Low Volume
3453,Forth Valley,Falkirk,2021-07-22,2021-07-26,15173370,Positive,   61831,   72395.19,   51267.68,NA,   61831.43,  14939.40,NA, 17.83,NA, 54822866,   47.77,SEPA - Low Volume
3454,Forth Valley,Falkirk,2021-07-27,2021-07-28,15196173,Positive,   56377,   57226.14,   55528.71,NA,   56377.43,   1200.27,NA, 17.59,NA, 55146189,   43.81,SEPA - Low Volume
3455,Forth Valley,Falkirk,2021-07-29,2021-07-30,15191751,Positive,   26368,   23943.12,   28793.40,NA,   26368.26,   3429.66,NA, 13.52,NA, 61816797,   22.97,SEPA - Low Volume
3456,Forth Valley,Falkirk,2021-08-02,2021-08-03,15220194,Positive,   14022,   12252.48,   15792.29,NA,   14022.39,   2503.02,NA, 14.07,NA, 60756442,   12.01,SEPA - Low Volume
3457,Forth Valley,Falkirk,2021-08-05,2021-08-06,15215070,Positive,   23589,   20700.67,   26479.26,NA,   23589.96,   4086.08,NA, 17.47,NA, 55310232,   18.39,SEPA - Low Volume
3458,Forth Valley,Falkirk,2021-08-09,2021-08-10,15237671,Positive,   42837,   43652.00,   42023.00,NA,   42837.50,   1151.88,NA, 18.70,NA, 53701208,   32.42,SEPA - Low Volume
3459,Forth Valley,Falkirk,2021-08-13,2021-08-16,15242351,Positive,   82871,   79404.65,   86338.35,NA,   82871.50,   4902.87,NA, 14.12,NA, 60662996,   70.84,SEPA - Low Volume
3460,Forth Valley,Falkirk,2021-08-18,2021-08-19,15262494,Positive,   24107,   24015.06,   24200.34,NA,   24107.70,    131.02,NA, 20.65,NA, 51438935,   17.47,SEPA - Low Volume
3461,Forth Valley,Falkirk,2021-08-20,2021-08-23,15267339,Positive,   88316,  103273.56,   73360.05,NA,   88316.80,  21152.05,NA, 19.28,NA, 52994169,   65.95,SEPA - Low Volume
3462,Forth Valley,Falkirk,2021-08-25,2021-08-26,15286123,Positive,   82322,   92926.98,   71717.56,NA,   82322.27,  14997.32,NA, 16.20,NA, 57151559,   66.30,SEPA - Low Volume
3463,Forth Valley,Falkirk,2021-08-27,2021-08-30,15290224,Positive,  134738,  135688.85,  133787.58,NA,  134738.22,   1344.40,NA, 17.63,NA, 55091864,  104.60,SEPA - Low Volume
3464,Forth Valley,Falkirk,2021-08-30,2021-08-31,15309748,Positive,  274352,  284367.65,  264336.90,NA,  274352.27,  14163.88,NA, 17.48,NA, 55296500,  213.77,SEPA - Low Volume
3465,Forth Valley,Falkirk,2021-09-02,2021-09-03,NA,Positive,  373476,  344252.95,  402700.36,NA,  373476.66,  41328.56,NA, 18.78,NA, 53601828,  282.09,SEPA - Low Volume
3466,Forth Valley,Falkirk,2021-09-06,2021-09-07,15335034,Positive,  453928,  461687.73,  446169.01,NA,  453928.37,  10973.39,NA, 18.76,NA, 53626616,  343.02,SEPA - Low Volume
3467,Forth Valley,Falkirk,2021-09-08,2021-09-09,15339942,Positive,  193262,  199558.93,  186966.23,NA,  193262.58,   8904.38,NA, 18.76,NA, 53626616,  146.04,SEPA - Low Volume
3468,Forth Valley,Falkirk,2021-09-14,2021-09-15,15355732,Positive,  166577,  162764.17,  170390.33,NA,  166577.25,   5392.51,NA, 13.38,NA, 62096628,  145.76,SEPA - Low Volume
3469,Forth Valley,Falkirk,2021-09-17,2021-09-20,15360443,Positive,  202700,  190867.10,  214533.54,NA,  202700.32,  16734.70,NA, 16.86,NA, 56169816,  160.44,SEPA - Low Volume
3470,Forth Valley,Falkirk,2021-09-22,2021-09-23,15384723,Positive,   92651,  106806.21,   78496.92,NA,   92651.57,  20017.69,NA, 13.97,NA, 60944771,   79.57,SEPA - Low Volume
3471,Forth Valley,Falkirk,2021-09-24,2021-09-27,15389236,Positive,   82311,   69470.09,   95152.06,NA,   82311.07,  18159.89,NA, 18.01,NA, 54584441,   63.31,SEPA - Low Volume
3472,Forth Valley,Falkirk,2021-09-29,2021-09-30,15410792,Positive,  168797,  160018.10,  177576.01,NA,  168797.05,  12415.32,NA, 15.31,NA, 58570119,  139.31,SEPA - Low Volume
3473,Forth Valley,Falkirk,2021-10-01,2021-10-04,15415067,Positive,  147653,  140635.84,  154670.93,NA,  147653.38,   9924.31,NA, 14.48,NA, 60003912,  124.85,SEPA - Low Volume
3474,Forth Valley,Falkirk,2021-10-05,2021-10-06,15434344,Positive,   73871,   79247.46,   68496.15,NA,   73871.81,   7602.32,NA, 11.67,NA, 65892467,   68.59,SEPA - Low Volume
3475,Forth Valley,Falkirk,2021-10-08,2021-10-11,15443597,Positive,  109898,   95521.47,  124275.17,NA,  109898.32,  20331.94,NA, 13.22,NA, 62421620,   96.67,SEPA - Low Volume
3476,Forth Valley,Falkirk,2021-10-11,2021-10-12,15526530,Positive,   94030,   99915.36,   88145.15,NA,   94030.26,   8322.79,NA,  9.15,NA, 73228150,   97.03,SEPA - Low Volume
3477,Forth Valley,Falkirk,2021-10-13,2021-10-14,15463705,Positive,   62976,   56336.14,   69617.19,NA,   62976.67,   9391.12,NA, 13.50,NA, 61856518,   54.89,SEPA - Low Volume
3478,Forth Valley,Falkirk,2021-10-15,2021-10-18,15468450,Positive,  174614,  182805.04,  166423.50,NA,  174614.27,  11583.50,NA, 17.83,NA, 54822866,  134.89,SEPA - Low Volume
3479,Forth Valley,Falkirk,2021-10-20,2021-10-22,15526622,Positive,   72507,   75335.42,   69680.51,NA,   72507.96,   3998.62,NA, 14.30,NA, 60330480,   61.64,SEPA - Low Volume
3480,Forth Valley,Falkirk,2021-10-22,2021-10-25,15487396,Positive,   44184,   44027.89,   44340.29,NA,   44184.09,    220.90,NA, 11.24,NA, 66974648,   41.70,SEPA - Low Volume
3481,Forth Valley,Falkirk,2021-10-26,2021-10-28,15527227,Positive,  176716,  202662.90,  150769.33,NA,  176716.12,  36694.29,NA, 12.28,NA, 64451712,  160.49,SEPA - Low Volume
3482,Forth Valley,Falkirk,2021-10-28,2021-10-29,15514352,Positive,  137106,  133449.86,  140763.50,NA,  137106.68,   5171.53,NA, 10.69,NA, 68448620,  132.24,SEPA - Low Volume
3483,Forth Valley,Falkirk,2021-11-01,2021-11-02,15529238,Positive,   46022,   29010.08,   63035.19,NA,   46022.63,  24059.38,NA,  5.12,NA, 94208157,   61.10,SEPA - Low Volume
3484,Forth Valley,Falkirk,2021-11-03,2021-11-04,15538442,Positive,   48762,   34488.40,   63036.97,NA,   48762.68,  20186.89,NA, 13.62,NA, 61619449,   42.34,SEPA - Low Volume
3485,Forth Valley,Falkirk,2021-11-05,2021-11-08,15541231,Positive,   47025,   48058.60,   45992.72,NA,   47025.66,   1460.80,NA, 13.44,NA, 61976189,   41.07,SEPA - Low Volume
3486,Forth Valley,Falkirk,2021-11-08,2021-11-09,15553415,Positive,   39270,   31552.30,   46988.31,NA,   39270.30,  10914.90,NA, 10.84,NA, 68036015,   37.65,SEPA - Low Volume
3487,Forth Valley,Falkirk,2021-11-10,2021-11-11,15562323,Positive,  103700,   99401.32,  108000.30,NA,  103700.81,   6080.40,NA, 13.28,NA, 62299090,   91.04,SEPA - Low Volume
3488,Forth Valley,Falkirk,2021-11-10,2021-11-12,15562323,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 13.28,NA, 62299090,NA,SEPA - Low Volume
3489,Forth Valley,Falkirk,2021-11-12,2021-11-15,15566703,Positive,   24745,   20504.00,   28987.00,NA,   24745.50,   5998.39,NA, 10.78,NA, 68200069,   23.78,SEPA - Low Volume
3490,Forth Valley,Falkirk,2021-11-16,2021-11-17,15576226,Positive,   84269,   93927.00,   74611.00,NA,   84269.00,  13658.47,NA, 16.69,NA, 56417356,   66.99,SEPA - Low Volume
3491,Forth Valley,Falkirk,2021-11-17,2021-11-18,15584760,Positive,  119284,  133068.10,  105501.76,NA,  119284.93,  19492.35,NA, 15.24,NA, 58686699,   98.64,SEPA - Low Volume
3492,Forth Valley,Falkirk,2021-11-22,2021-11-23,15604227,Positive,   71524,   56280.58,   86768.34,NA,   71524.46,  21558.10,NA, 11.71,NA, 65794708,   66.31,SEPA - Low Volume
3493,Forth Valley,Falkirk,2021-11-24,2021-11-25,15608789,Positive,   97372,  104419.19,   90325.87,NA,   97372.53,   9965.48,NA, 15.45,NA, 58339237,   80.05,SEPA - Low Volume
3494,Forth Valley,Falkirk,2021-12-01,2021-12-06,15630240,Positive,  365167,  340031.17,  390303.84,NA,  365167.51,  35548.14,NA, 18.53,NA, 53914430,  277.43,SEPA - Low Volume
3495,Forth Valley,Falkirk,2021-12-06,2021-12-07,15645543,Positive,  102139,   87853.00,  116425.00,NA,  102139.00,  20203.45,NA,  6.48,NA, 85054542,  122.42,SEPA - Low Volume
3496,Forth Valley,Falkirk,2021-12-08,2021-12-09,15656277,Positive,   60874,   47694.35,   74055.39,NA,   60874.87,  18640.07,NA, 11.76,NA, 65673180,   56.33,SEPA - Low Volume
3497,Forth Valley,Falkirk,2021-12-10,2021-12-13,15662745,Positive,  160026,  158258.51,  161794.51,NA,  160026.51,   2500.33,NA, 16.99,NA, 55982922,  126.24,SEPA - Low Volume
3498,Forth Valley,Falkirk,2021-12-13,2021-12-14,15670390,Positive,  203933,  209299.33,  198568.48,NA,  203933.91,   7587.86,NA, 12.82,NA, 63259370,  181.79,SEPA - Low Volume
3499,Forth Valley,Falkirk,2021-12-15,2021-12-16,15678729,Positive,  240595,  273518.44,  207672.86,NA,  240595.65,  46559.86,NA, 15.69,NA, 57950336,  196.47,SEPA - Low Volume
3500,Forth Valley,Falkirk,2021-12-17,2021-12-20,15683648,Positive,  243923,  261248.66,  226597.81,NA,  243923.23,  24501.85,NA, 13.45,NA, 61956190,  212.95,SEPA - Low Volume
3501,Forth Valley,Falkirk,2021-12-20,2021-12-21,15692464,Positive,  287635,  278775.35,  296494.77,NA,  287635.06,  12529.52,NA, 16.28,NA, 57029528,  231.15,SEPA - Low Volume
3502,Forth Valley,Falkirk,2022-01-04,2022-01-05,15757659,Positive,  140763,  137055.15,  144472.67,NA,  140763.91,   5244.98,NA, 10.08,NA, 70216117,  139.28,SEPA - Low Volume
3503,Forth Valley,Falkirk,2022-01-05,2022-01-06,15762874,Positive,   55335,   72864.75,   37805.74,NA,   55335.25,  24790.46,NA,  7.56,NA, 79551569,   62.03,SEPA - Low Volume
3504,Forth Valley,Falkirk,2022-01-07,2022-01-10,15760399,Positive,  149937,  140831.03,  159044.20,NA,  149937.62,  12878.65,NA,  9.21,NA, 73020769,  154.28,SEPA - Low Volume
3505,Forth Valley,Falkirk,2022-01-10,2022-01-11,15766063,Positive,  189537,  159513.21,  219562.16,NA,  189537.69,  42461.02,NA,  8.66,NA, 74998031,  200.31,SEPA - Low Volume
3506,Forth Valley,Falkirk,2022-01-12,2022-01-13,15770048,Positive,  118902,  126770.90,  111033.40,NA,  118902.15,  11128.10,NA, 11.72,NA, 65770343,  110.20,SEPA - Low Volume
3507,Forth Valley,Falkirk,2022-01-14,2022-01-17,15774266,Positive,  140048,  134113.36,  145983.95,NA,  140048.65,   8393.78,NA, 15.57,NA, 58143712,  114.74,SEPA - Low Volume
3508,Forth Valley,Falkirk,2022-01-17,2022-01-18,15776937,Positive,   77209,   64500.94,   89917.59,NA,   77209.26,  17972.29,NA, 12.71,NA, 63496349,   69.08,SEPA - Low Volume
3509,Forth Valley,Falkirk,2022-01-19,2022-01-20,15780825,Positive,   79376,   78706.55,   80046.42,NA,   79376.48,    947.43,NA, 11.79,NA, 65600619,   73.38,SEPA - Low Volume
3510,Forth Valley,Falkirk,2022-01-21,2022-01-24,15784738,Positive,  107252,   64158.10,  150347.20,NA,  107252.65,  60944.89,NA, 17.41,NA, 55392861,   83.72,SEPA - Low Volume
3511,Forth Valley,Falkirk,2022-01-24,2022-01-25,15787984,Positive,   47269,   45641.63,   48898.07,NA,   47269.85,   2302.65,NA, 16.08,NA, 57336233,   38.19,SEPA - Low Volume
3512,Forth Valley,Falkirk,2022-01-26,2022-01-27,15802950,Positive,   59270,   55681.49,   62859.98,NA,   59270.74,   5075.96,NA, 20.34,NA, 51777652,   43.24,SEPA - Low Volume
3513,Forth Valley,Falkirk,2022-01-28,2022-01-31,15807305,Positive,   58235,   64453.80,   52016.24,NA,   58235.02,   8794.68,NA, 17.74,NA, 54943377,   45.09,SEPA - Low Volume
3514,Forth Valley,Falkirk,2022-01-31,2022-02-01,NA,Positive,  116332,  105229.26,  127435.22,NA,  116332.24,  15701.99,NA, 16.38,NA, 56878195,   93.24,SEPA - Low Volume
3515,Forth Valley,Falkirk,2022-02-02,2022-02-03,15818429,Positive,   24472,   26362.29,   22582.12,NA,   24472.20,   2672.98,NA, 16.48,NA, 56728180,   19.56,SEPA - Low Volume
3516,Forth Valley,Falkirk,2022-02-04,2022-02-07,15826610,Positive,   32306,   26015.57,   38597.93,NA,   32306.75,   8897.07,NA, 13.50,NA, 61856518,   28.16,SEPA - Low Volume
3517,Forth Valley,Falkirk,2022-02-07,2022-02-08,NA,Positive,   56492,   57446.69,   55539.29,NA,   56492.99,   1348.74,NA,NA,NA,NA,   57.89,SEPA - Low Volume
3518,Forth Valley,Falkirk,2022-02-09,2022-02-10,NA,Positive,   99079,   83377.92,  114780.35,NA,   99079.14,  22204.88,NA,NA,NA,NA,  101.53,SEPA - Low Volume
3519,Forth Valley,Kinneil,2021-11-01,2021-11-02,15533813,Positive,   32288,   26922.36,   37654.80,NA,   32288.58,   7588.99,NA,  6.21,NA, 42125906,   33.65,SEPA - Low Volume
3520,Forth Valley,Kinneil,2021-11-03,2021-11-04,15538460,Positive,  144020,  152261.07,  135779.74,NA,  144020.41,  11654.06,NA, 13.04,NA, 27482468,   97.93,SEPA - Low Volume
3521,Forth Valley,Kinneil,2021-11-05,2021-11-08,15541249,Positive,  296021,  258391.09,  333651.32,NA,  296021.21,  53217.02,NA, 17.23,NA, 23409247,  171.46,SEPA - Low Volume
3522,Forth Valley,Kinneil,2021-11-08,2021-11-09,15557779,Positive,  263716,  239152.36,  288281.10,NA,  263716.73,  34739.26,NA, 13.54,NA, 26893518,  175.48,SEPA - Low Volume
3523,Forth Valley,Kinneil,2021-11-10,2021-11-12,15564631,Positive,   63914,   79234.80,   48594.10,NA,   63914.45,  21666.25,NA, 12.68,NA, 27929020,   44.17,SEPA - Low Volume
3524,Forth Valley,Kinneil,2021-11-12,2021-11-15,15566724,Positive,  177913,  158642.00,  197185.00,NA,  177913.50,  27254.02,NA, 18.74,NA, 22303970,   98.18,SEPA - Low Volume
3525,Forth Valley,Kinneil,2021-11-15,2021-11-16,15580307,Positive,  159931,  109001.98,  210860.97,NA,  159931.48,  72025.18,NA, 17.31,NA, 23346898,   92.39,SEPA - Low Volume
3526,Forth Valley,Kinneil,2021-11-17,2021-11-18,15584787,Positive,  155850,  145387.85,  166313.90,NA,  155850.87,  14796.96,NA, 19.36,NA, 21889898,   84.41,SEPA - Low Volume
3527,Forth Valley,Kinneil,2021-11-19,2021-11-22,15587288,Positive,  449719,  382863.18,  516575.86,NA,  449719.52,  94549.14,NA, 15.56,NA, 24824384,  276.23,SEPA - Low Volume
3528,Forth Valley,Kinneil,2021-11-22,2021-11-23,15604251,Positive,  269381,  284929.54,  253833.73,NA,  269381.64,  21988.06,NA, 17.78,NA, 22989562,  153.23,SEPA - Low Volume
3529,Forth Valley,Kinneil,2021-11-24,2021-11-25,15608810,Positive,  279162,  277076.16,  281248.16,NA,  279162.16,   2950.05,NA, 23.36,NA, 19646380,  135.70,SEPA - Low Volume
3530,Forth Valley,Kinneil,2021-12-01,2021-12-06,15626756,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 25.69,NA, 18599863,NA,SEPA - Low Volume
3531,Forth Valley,Kinneil,2021-12-06,2021-12-07,15656295,Positive,  140050,  154800.00,  125301.00,NA,  140050.50,  20858.94,NA,  8.34,NA, 35547773,  123.18,SEPA - Low Volume
3532,Forth Valley,Kinneil,2021-12-08,2021-12-09,15660349,Positive,   86657,   89742.73,   83571.68,NA,   86657.21,   4363.59,NA, 10.02,NA, 31983458,   68.58,SEPA - Low Volume
3533,Forth Valley,Kinneil,2021-12-10,2021-12-13,15662766,Positive,  130962,  120573.34,  141350.71,NA,  130962.02,  14691.82,NA, 14.70,NA, 25650431,   83.12,SEPA - Low Volume
3534,Forth Valley,Kinneil,2021-12-13,2021-12-14,15670408,Positive,  183656,  204325.95,  162986.75,NA,  183656.35,  29231.23,NA, 16.47,NA, 24025202,  109.17,SEPA - Low Volume
3535,Forth Valley,Kinneil,2021-12-15,2021-12-16,15678750,Positive,  612145,  665677.45,  558614.31,NA,  612145.88,  75705.07,NA, 18.83,NA, 22242532,  336.89,SEPA - Low Volume
3536,Forth Valley,Kinneil,2021-12-17,2021-12-20,15683672,Positive,  413153,  384454.59,  441852.19,NA,  413153.39,  40586.24,NA, 18.34,NA, 22582757,  230.85,SEPA - Low Volume
3537,Forth Valley,Kinneil,2022-01-05,2022-01-06,15756690,Positive,   56923,   68243.04,   45603.57,NA,   56923.30,  16008.52,NA,  6.25,NA, 41970473,   59.11,SEPA - Low Volume
3538,Forth Valley,Kinneil,2022-01-19,2022-01-20,15780846,Positive,  248525,  251727.84,  245323.95,NA,  248525.90,   4528.23,NA, 22.39,NA, 20131996,  123.80,SEPA - Low Volume
3539,Forth Valley,Kinneil,2022-01-28,2022-01-31,15802977,Positive,  153534,  178166.11,  128903.23,NA,  153534.67,  34834.12,NA, 22.42,NA, 20116482,   76.42,SEPA - Low Volume
